year,month,categorie,value,shares
1997,8,3,7340.0,0.001178718068623874
1997,8,4,185339.0,0.02976327358592373
1997,8,5,2.079986e6,0.3340214006382421
1997,8,6,2.393995e6,0.3844475698494838
1997,8,7,1.558512e6,0.25027878127617587
1997,8,8,1932.0,0.00031025658155058917
1997,9,0,0.0,0.0
1997,9,1,0.0,0.0
1997,9,2,8602.0,0.0013813804940466707
1997,9,3,1.162898e6,0.18674780443686181
1997,9,4,1.031252e6,0.16560699805238518
1997,9,5,1.086899e6,0.1745432547778229
1997,9,6,2.168565e6,0.3482461510197999
1997,9,7,768888.0,0.12347441121908354
1997,9,8,0.0,0.0
1997,10,0,0.0,0.0
1997,10,1,0.0,0.0
1997,10,2,0.0,0.0
1997,10,3,38665.0,0.006209146338329984
1997,10,4,4.049004e6,0.6502226396090381
1997,10,5,1.842371e6,0.29586321346166694
1997,10,6,297064.0,0.04770500059096492
1997,10,7,0.0,0.0
1997,10,8,0.0,0.0
1997,11,0,0.0,0.0
1997,11,1,0.0,0.0
1997,11,2,1.749625e6,0.2809692916643114
1997,11,3,3.005049e6,0.4825756884741286
1997,11,4,1.348221e6,0.2165085086101019
1997,11,5,124209.0,0.019946511251458143
1997,11,6,0.0,0.0
1997,11,7,0.0,0.0
1997,11,8,0.0,0.0
1997,12,0,0.0,0.0
1997,12,1,0.0,0.0
1997,12,2,24953.0,0.004007159668442987
1997,12,3,1.260115e6,0.20235971649100448
1997,12,4,3.527024e6,0.5663987625708515
1997,12,5,1.341075e6,0.21536094467026726
1997,12,6,73937.0,0.011873416599433702
1997,12,7,0.0,0.0
1997,12,8,0.0,0.0
1998,1,0,0.0,0.0
1998,1,1,41397.0,0.006647873554063012
1998,1,2,788530.0,0.12662868646484787
1998,1,3,1.854328e6,0.2977833676778162
1998,1,4,2.078362e6,0.33376060525085177
1998,1,5,1.233652e6,0.19811006850054214
1998,1,6,218992.0,0.035167551401100734
1998,1,7,11843.0,0.0019018471507782752
1998,1,8,0.0,0.0
1998,2,0,0.0,0.0
1998,2,1,0.0,0.0
1998,2,2,67239.0,0.010797796214741234
1998,2,3,3.099362e6,0.497721252126189
1998,2,4,2.077824e6,0.33367420874936404
1998,2,5,982679.0,0.1578067429097057
1998,2,6,0.0,0.0
1998,2,7,0.0,0.0
1998,2,8,0.0,0.0
1998,3,0,0.0,0.0
1998,3,1,0.0,0.0
1998,3,2,47714.0,0.007662309799226093
1998,3,3,1.085119e6,0.17425740761676695
1998,3,4,1.545583e6,0.24820253523949495
1998,3,5,1.615519e6,0.25943343807972374
1998,3,6,624677.0,0.10031581293647898
1998,3,7,1.307793e6,0.21001624511169237
1998,3,8,699.0,0.00011225121661690571
1998,4,0,0.0,0.0
1998,4,1,0.0,0.0
1998,4,2,0.0,0.0
1998,4,3,8281.0,0.0013298316520809674
1998,4,4,208449.0,0.033474469030868925
1998,4,5,1.363442e6,0.21895282301371552
1998,4,6,2.505229e6,0.40231044800279553
1998,4,7,2.141691e6,0.3439305012410263
1998,4,8,12.0,1.927059512736579e-6
1998,5,0,0.0,0.0
1998,5,1,0.0,0.0
1998,5,2,0.0,0.0
1998,5,3,117137.0,0.018810830845285384
1998,5,4,667786.0,0.10723861364769241
1998,5,5,2.32049e6,0.3726435273925086
1998,5,6,2.685306e6,0.4312287059923843
1998,5,7,436385.0,0.07007832212212932
1998,5,8,0.0,0.0
1998,6,0,0.0,0.0
1998,6,1,0.0,0.0
1998,6,2,0.0,0.0
1998,6,3,0.0,0.0
1998,6,4,79662.0,0.012792784575301778
1998,6,5,2.608267e6,0.41885714450890815
1998,6,6,3.430936e6,0.5509681546991989
1998,6,7,108239.0,0.01738191621659121
1998,6,8,0.0,0.0
1998,7,0,0.0,0.0
1998,7,1,0.0,0.0
1998,7,2,0.0,0.0
1998,7,3,7920.0,0.0012718592784061419
1998,7,4,249933.0,0.04013631376639928
1998,7,5,2.286673e6,0.36721291309732423
1998,7,6,3.088635e6,0.4959986215100952
1998,7,7,577927.0,0.09280831025144272
1998,7,8,16016.0,0.0025719820963324203
1998,8,0,0.0,0.0
1998,8,1,0.0,0.0
1998,8,2,0.0,0.0
1998,8,3,0.0,0.0
1998,8,4,68202.0,0.010952442740638346
1998,8,5,3.078499e6,0.4943708985750037
1998,8,6,2.705503e6,0.4344721077406126
1998,8,7,370691.0,0.059528634819652926
1998,8,8,4209.0,0.0006759161240923549
1998,9,0,0.0,0.0
1998,9,1,0.0,0.0
1998,9,2,0.0,0.0
1998,9,3,0.0,0.0
1998,9,4,0.0,0.0
1998,9,5,1.54439e6,0.24801095340627038
1998,9,6,3.8972e6,0.6258446944197495
1998,9,7,769322.0,0.12354410653812752
1998,9,8,16192.0,0.002600245635852557
1998,10,0,0.0,0.0
1998,10,1,0.0,0.0
1998,10,2,0.0,0.0
1998,10,3,0.0,0.0
1998,10,4,0.0,0.0
1998,10,5,1.673993e6,0.26882367790870365
1998,10,6,4.226644e6,0.6787495439292487
1998,10,7,326467.0,0.052426778162047716
1998,10,8,0.0,0.0
1998,11,0,0.0,0.0
1998,11,1,0.0,0.0
1998,11,2,0.0,0.0
1998,11,3,0.0,0.0
1998,11,4,166971.0,0.02681358782509494
1998,11,5,4.665798e6,0.749272535033942
1998,11,6,1.394335e6,0.2239138771409631
1998,11,7,0.0,0.0
1998,11,8,0.0,0.0
1998,12,0,87410.0,0.014037022667358696
1998,12,1,873266.0,0.14023629603745175
1998,12,2,2.521347e6,0.4048988101049862
1998,12,3,2.375796e6,0.38152502351012607
1998,12,4,358810.0,0.05762068531375098
1998,12,5,10475.0,0.001682162366326305
1998,12,6,0.0,0.0
1998,12,7,0.0,0.0
1998,12,8,0.0,0.0
1999,1,0,0.0,0.0
1999,1,1,0.0,0.0
1999,1,2,8372.0,0.0013444451867192196
1999,1,3,206430.0,0.033150241267850995
1999,1,4,1.004719e6,0.1613461088814319
1999,1,5,1.922007e6,0.3086518227413578
1999,1,6,1.697688e6,0.2726288175048947
1999,1,7,1.217384e6,0.19549761815444225
1999,1,8,170504.0,0.027380946263303133
1999,2,0,0.0,0.0
1999,2,1,8008.0,0.0012859910481662102
1999,2,2,724971.0,0.11642185516734585
1999,2,3,2.325356e6,0.3734249500249233
1999,2,4,2.912434e6,0.4677028037431204
1999,2,5,256335.0,0.04116440001644424
1999,2,6,0.0,0.0
1999,2,7,0.0,0.0
1999,2,8,0.0,0.0
1999,3,0,0.0,0.0
1999,3,1,0.0,0.0
1999,3,2,567381.0,0.09111474611633273
1999,3,3,1.934589e6,0.31067234464046206
1999,3,4,2.107168e6,0.33838651161117594
1999,3,5,1.617966e6,0.25982639763202925
1999,3,6,0.0,0.0
1999,3,7,0.0,0.0
1999,3,8,0.0,0.0
1999,4,0,0.0,0.0
1999,4,1,0.0,0.0
1999,4,2,0.0,0.0
1999,4,3,56784.0,0.00911884561426949
1999,4,4,381456.0,0.06125736779087036
1999,4,5,1.09824e6,0.17636448660565168
1999,4,6,1.984788e6,0.3187337163471174
1999,4,7,2.649666e6,0.42550533923955663
1999,4,8,56170.0,0.00902024440253447
1999,5,0,0.0,0.0
1999,5,1,85568.0,0.013741219032153631
1999,5,2,1.48598e6,0.23863099122802509
1999,5,3,1.537825e6,0.24695669126451075
1999,5,4,947445.0,0.15214857500372564
1999,5,5,1.190788e6,0.1912266119210471
1999,5,6,977944.0,0.1570463573436384
1999,5,7,1554.0,0.0002495542068993869
1999,5,8,0.0,0.0
1999,6,0,0.0,0.0
1999,6,1,404.0,6.487767026213148e-5
1999,6,2,311994.0,0.05010258380139468
1999,6,3,1.631141e6,0.2619421483887213
1999,6,4,1.618127e6,0.2598522523471585
1999,6,5,759107.0,0.1219036971279105
1999,6,6,1.132676e6,0.18189450505403476
1999,6,7,773655.0,0.12423993561051815
1999,6,8,0.0,0.0
1999,7,0,0.0,0.0
1999,7,1,0.0,0.0
1999,7,2,0.0,0.0
1999,7,3,750.0,0.00012044121954603617
1999,7,4,145861.0,0.02342356896560584
1999,7,5,2.034964e6,0.3267913945230399
1999,7,6,2.961094e6,0.4755170300672672
1999,7,7,1.036645e6,0.16647305071506754
1999,7,8,47790.0,0.007674514509473425
1999,8,0,0.0,0.0
1999,8,1,0.0,0.0
1999,8,2,0.0,0.0
1999,8,3,24542.0,0.00394115788013176
1999,8,4,476203.0,0.07647262676197475
1999,8,5,3.642951e6,0.585015281581936
1999,8,6,1.987573e6,0.31918095474236496
1999,8,7,95835.0,0.015389979033592502
1999,8,8,0.0,0.0
1999,9,0,0.0,0.0
1999,9,1,0.0,0.0
1999,9,2,126903.0,0.020379136112067504
1999,9,3,676227.0,0.10859413942660986
1999,9,4,1.617394e6,0.25973454112858885
1999,9,5,2.649548e6,0.4254863898210147
1999,9,6,1.028904e6,0.16522993674105974
1999,9,7,128128.0,0.020575856770659363
1999,9,8,0.0,0.0
1999,10,0,0.0,0.0
1999,10,1,0.0,0.0
1999,10,2,275605.0,0.04425893641731373
1999,10,3,4.164048e6,0.6686973591576437
1999,10,4,1.742338e6,0.2797990847752021
1999,10,5,45113.0,0.007244619649840439
1999,10,6,0.0,0.0
1999,10,7,0.0,0.0
1999,10,8,0.0,0.0
1999,11,0,0.0,0.0
1999,11,1,0.0,0.0
1999,11,2,0.0,0.0
1999,11,3,132433.0,0.02126718937085361
1999,11,4,3.569255e6,0.5731805667610498
1999,11,5,2.491423e6,0.4000933660333921
1999,11,6,33993.0,0.005458877834704543
1999,11,7,0.0,0.0
1999,11,8,0.0,0.0
1999,12,0,0.0,0.0
1999,12,1,0.0,0.0
1999,12,2,53721.0,0.00862696367364348
1999,12,3,1.924123e6,0.30899162756877036
1999,12,4,2.708376e6,0.4349334779056203
1999,12,5,1.515293e6,0.2433383158527624
1999,12,6,25591.0,0.004109614999203482
1999,12,7,0.0,0.0
1999,12,8,0.0,0.0
2000,1,0,0.0,0.0
2000,1,1,71644.0,0.011505187644208287
2000,1,2,983520.0,0.15794179766389
2000,1,3,1.790914e6,0.28759982168275977
2000,1,4,2.075102e6,0.33323708741655833
2000,1,5,1.305924e6,0.20971610559258363
2000,1,6,0.0,0.0
2000,1,7,0.0,0.0
2000,1,8,0.0,0.0
2000,2,0,0.0,0.0
2000,2,1,0.0,0.0
2000,2,2,8372.0,0.0013444451867192196
2000,2,3,56407.0,0.009058303827911016
2000,2,4,2.549517e6,0.4094225823111353
2000,2,5,3.552892e6,0.5705528605271407
2000,2,6,59916.0,0.009621808147093737
2000,2,7,0.0,0.0
2000,2,8,0.0,0.0
2000,3,0,0.0,0.0
2000,3,1,0.0,0.0
2000,3,2,0.0,0.0
2000,3,3,72981.0,0.011719894191585688
2000,3,4,1.77152e6,0.284485372333592
2000,3,5,3.983284e6,0.6396687770109508
2000,3,6,399319.0,0.0641259564638715
2000,3,7,0.0,0.0
2000,3,8,0.0,0.0
2000,4,0,0.0,0.0
2000,4,1,0.0,0.0
2000,4,2,0.0,0.0
2000,4,3,0.0,0.0
2000,4,4,0.0,0.0
2000,4,5,29969.0,0.004812670544766877
2000,4,6,2.012887e6,0.3232460867844828
2000,4,7,3.327158e6,0.5343026228564675
2000,4,8,857090.0,0.13763861981428285
2000,5,0,0.0,0.0
2000,5,1,0.0,0.0
2000,5,2,0.0,0.0
2000,5,3,232157.0,0.037281696274865495
2000,5,4,1.370236e6,0.2200438598745099
2000,5,5,3.302686e6,0.5303727061568266
2000,5,6,1.287313e6,0.20672739687662195
2000,5,7,34712.0,0.00557434081717601
2000,5,8,0.0,0.0
2000,6,0,0.0,0.0
2000,6,1,0.0,0.0
2000,6,2,0.0,0.0
2000,6,3,45772.0,0.0073504473347482235
2000,6,4,842287.0,0.13526143131702956
2000,6,5,3.133463e6,0.5031974734965081
2000,6,6,1.748837e6,0.28084274808964166
2000,6,7,456745.0,0.07334789976207239
2000,6,8,0.0,0.0
2000,7,0,0.0,0.0
2000,7,1,0.0,0.0
2000,7,2,0.0,0.0
2000,7,3,0.0,0.0
2000,7,4,29312.0,0.004707164036444549
2000,7,5,277357.0,0.04454028710617327
2000,7,6,1.444968e6,0.23204494416666238
2000,7,7,2.544679e6,0.408645656150917
2000,7,8,1.930788e6,0.3100619485398028
2000,8,0,0.0,0.0
2000,8,1,458393.0,0.0736125492684882
2000,8,2,1.10053e6,0.17673223379599892
2000,8,3,687841.0,0.11045921185835342
2000,8,4,895863.0,0.14386510968822747
2000,8,5,1.239234e6,0.1990064723505501
2000,8,6,1.578106e6,0.2534253482838893
2000,8,7,267137.0,0.04289907475449262
2000,8,8,0.0,0.0
2000,9,0,0.0,0.0
2000,9,1,291927.0,0.04688005853122093
2000,9,2,1.307717e6,0.21000404040144505
2000,9,3,1.397047e6,0.22434939259084158
2000,9,4,636690.0,0.10224496009702103
2000,9,5,1.602635e6,0.25736441851621555
2000,9,6,927692.0,0.1489764744574685
2000,9,7,63396.0,0.010180655405787345
2000,9,8,0.0,0.0
2000,10,0,1.843654e6,0.29606924824123704
2000,10,1,1.790336e6,0.28750700164956294
2000,10,2,2.189593e6,0.3516230016392853
2000,10,3,403521.0,0.06480074846991475
2000,10,4,0.0,0.0
2000,10,5,0.0,0.0
2000,10,6,0.0,0.0
2000,10,7,0.0,0.0
2000,10,8,0.0,0.0
2000,11,0,0.0,0.0
2000,11,1,294251.0,0.04725326572352092
2000,11,2,1.968566e6,0.316128653062483
2000,11,3,3.108207e6,0.4991416555753686
2000,11,4,851935.0,0.13681078716526976
2000,11,5,4145.0,0.0006656384733577599
2000,11,6,0.0,0.0
2000,11,7,0.0,0.0
2000,11,8,0.0,0.0
2000,12,0,0.0,0.0
2000,12,1,0.0,0.0
2000,12,2,23717.0,0.0038086725386311197
2000,12,3,1.236765e6,0.19860997985580456
2000,12,4,2.730111e6,0.43842386444806447
2000,12,5,2.164795e6,0.34764073315621513
2000,12,6,71716.0,0.011516750001284706
2000,12,7,0.0,0.0
2000,12,8,0.0,0.0
2001,1,0,0.0,0.0
2001,1,1,0.0,0.0
2001,1,2,48069.0,0.00771931864314455
2001,1,3,733873.0,0.11785141214921094
2001,1,4,1.696212e6,0.27239178918482815
2001,1,5,2.147909e6,0.34492903924520935
2001,1,6,1.092558e6,0.1754520239263709
2001,1,7,484761.0,0.07784694137114138
2001,1,8,23722.0,0.00380947548009476
2001,2,0,0.0,0.0
2001,2,1,0.0,0.0
2001,2,2,0.0,0.0
2001,2,3,16380.0,0.00263043623488543
2001,2,4,499891.0,0.08027664224011676
2001,2,5,5.036754e6,0.8088437257511678
2001,2,6,674079.0,0.10824919577383002
2001,2,7,0.0,0.0
2001,2,8,0.0,0.0
2001,3,0,0.0,0.0
2001,3,1,0.0,0.0
2001,3,2,0.0,0.0
2001,3,3,0.0,0.0
2001,3,4,1.195486e6,0.19198105572028346
2001,3,5,2.365632e6,0.37989280410283816
2001,3,6,2.540024e6,0.40789811764826794
2001,3,7,118368.0,0.019008515033633613
2001,3,8,7594.0,0.0012195074949767981
2001,4,0,0.0,0.0
2001,4,1,0.0,0.0
2001,4,2,0.0,0.0
2001,4,3,0.0,0.0
2001,4,4,73200.0,0.01175506302769313
2001,4,5,1.90185e6,0.3054148445248385
2001,4,6,2.517576e6,0.4042932316531087
2001,4,7,1.734478e6,0.27853686079435963
2001,4,8,0.0,0.0
2001,5,0,0.0,0.0
2001,5,1,9540.0,0.00153201231262558
2001,5,2,560809.0,0.090059359856524
2001,5,3,1.633449e6,0.26231278616833764
2001,5,4,2.580378e6,0.4143784976130156
2001,5,5,1.372317e6,0.22037804411167694
2001,5,6,67508.0,0.010840994465485079
2001,5,7,3103.0,0.0004983054723351337
2001,5,8,0.0,0.0
2001,6,0,0.0,0.0
2001,6,1,23892.0,0.003836775489858528
2001,6,2,1.058319e6,0.16995364137165528
2001,6,3,2.360672e6,0.37909628617090707
2001,6,4,2.257854e6,0.3625849190891946
2001,6,5,393612.0,0.06320947907727252
2001,6,6,132755.0,0.02131889880111204
2001,6,7,0.0,0.0
2001,6,8,0.0,0.0
2001,7,0,0.0,0.0
2001,7,1,0.0,0.0
2001,7,2,0.0,0.0
2001,7,3,397367.0,0.06381248811646634
2001,7,4,2.856064e6,0.45865044168204033
2001,7,5,2.310234e6,0.37099653386228976
2001,7,6,469192.0,0.0753467422416584
2001,7,7,194247.0,0.031193794097545184
2001,7,8,0.0,0.0
2001,8,0,0.0,0.0
2001,8,1,0.0,0.0
2001,8,2,0.0,0.0
2001,8,3,0.0,0.0
2001,8,4,72683.0,0.011672038880352729
2001,8,5,1.479531e6,0.23759535732822193
2001,8,6,4.476644e6,0.7188966171112607
2001,8,7,198246.0,0.03183598668016465
2001,8,8,0.0,0.0
2001,9,0,0.0,0.0
2001,9,1,0.0,0.0
2001,9,2,113607.0,0.018243954171955373
2001,9,3,666322.0,0.10700351238713855
2001,9,4,1.348589e6,0.21656760510182582
2001,9,5,2.631675e6,0.4226161952650863
2001,9,6,1.466911e6,0.23556873307399395
2001,9,7,0.0,0.0
2001,9,8,0.0,0.0
2001,10,0,0.0,0.0
2001,10,1,0.0,0.0
2001,10,2,0.0,0.0
2001,10,3,143109.0,0.022981629984018252
2001,10,4,2.932398e6,0.47090878841914313
2001,10,5,3.127466e6,0.5022344255050181
2001,10,6,24131.0,0.0038751560918205315
2001,10,7,0.0,0.0
2001,10,8,0.0,0.0
2001,11,0,0.0,0.0
2001,11,1,0.0,0.0
2001,11,2,0.0,0.0
2001,11,3,212624.0,0.03414492515300852
2001,11,4,1.708338e6,0.27433908282244845
2001,11,5,2.633361e6,0.4228869471266258
2001,11,6,1.568346e6,0.2518580065468635
2001,11,7,104435.0,0.016771038351053716
2001,11,8,0.0,0.0
2001,12,0,0.0,0.0
2001,12,1,0.0,0.0
2001,12,2,0.0,0.0
2001,12,3,90944.0,0.014604541693859618
2001,12,4,1.353239e6,0.21731434066301125
2001,12,5,2.567488e6,0.4123085145197511
2001,12,6,1.937253e6,0.3111001518522896
2001,12,7,278180.0,0.04467245127108845
2001,12,8,0.0,0.0
2002,1,0,0.0,0.0
2002,1,1,0.0,0.0
2002,1,2,4552.0,0.0007309979084980755
2002,1,3,390794.0,0.06275694126836488
2002,1,4,1.528777e6,0.24550368839190737
2002,1,5,2.862104e6,0.45962039497011775
2002,1,6,1.320959e6,0.21213055057374985
2002,1,7,119918.0,0.019257426887362088
2002,1,8,0.0,0.0
2002,2,0,0.0,0.0
2002,2,1,87200.0,0.014003299125885806
2002,2,2,2.114231e6,0.3395207467227141
2002,2,3,3.122258e6,0.5013980816764904
2002,2,4,903415.0,0.1450778724749097
2002,2,5,0.0,0.0
2002,2,6,0.0,0.0
2002,2,7,0.0,0.0
2002,2,8,0.0,0.0
2002,3,0,0.0,0.0
2002,3,1,0.0,0.0
2002,3,2,16289.0,0.0026158227002471774
2002,3,3,1.215566e6,0.19520566863826266
2002,3,4,2.730784e6,0.43853194036907045
2002,3,5,2.224469e6,0.3572236789364687
2002,3,6,39996.0,0.006422889355951017
2002,3,7,0.0,0.0
2002,3,8,0.0,0.0
2002,4,0,0.0,0.0
2002,4,1,803.0,0.00012895239906062273
2002,4,2,501400.0,0.08051896997384338
2002,4,3,1.534699e6,0.24645469226144287
2002,4,4,2.376495e6,0.38163727472674297
2002,4,5,1.643873e6,0.2639867585317348
2002,4,6,169834.0,0.027273352107175342
2002,4,7,0.0,0.0
2002,4,8,0.0,0.0
2002,5,0,0.0,0.0
2002,5,1,0.0,0.0
2002,5,2,1387.0,0.00022273596201380288
2002,5,3,452686.0,0.07269607188188924
2002,5,4,2.565209e6,0.41194253380062384
2002,5,5,2.623927e6,0.4213719571730294
2002,5,6,579280.0,0.09302558621150378
2002,5,7,4615.0,0.0007411149709399426
2002,5,8,0.0,0.0
2002,6,0,0.0,0.0
2002,6,1,96621.0,0.015516201431676747
2002,6,2,1.016174e6,0.16318564777463168
2002,6,3,2.753553e6,0.44218837520619536
2002,6,4,1.819007e6,0.2921112285903688
2002,6,5,541749.0,0.08699854699712739
2002,6,6,0.0,0.0
2002,6,7,0.0,0.0
2002,6,8,0.0,0.0
2002,7,0,0.0,0.0
2002,7,1,0.0,0.0
2002,7,2,0.0,0.0
2002,7,3,0.0,0.0
2002,7,4,744307.0,0.11952699039553538
2002,7,5,2.581746e6,0.4145981823974676
2002,7,6,2.243261e6,0.3602414541334142
2002,7,7,657790.0,0.10563337307358284
2002,7,8,0.0,0.0
2002,8,0,0.0,0.0
2002,8,1,0.0,0.0
2002,8,2,0.0,0.0
2002,8,3,0.0,0.0
2002,8,4,518401.0,0.08324913153851293
2002,8,5,4.016225e6,0.6449587159617055
2002,8,6,1.645969e6,0.2643233515932928
2002,8,7,46509.0,0.007468800906488795
2002,8,8,0.0,0.0
2002,9,0,0.0,0.0
2002,9,1,0.0,0.0
2002,9,2,39864.0,0.006401691701310914
2002,9,3,943131.0,0.15145579710889684
2002,9,4,1.673855e6,0.26880151672430713
2002,9,5,3.114669e6,0.5001793771229772
2002,9,6,431252.0,0.06925402241555625
2002,9,7,24333.0,0.003907594926951597
2002,9,8,0.0,0.0
2002,10,0,0.0,0.0
2002,10,1,0.0,0.0
2002,10,2,467262.0,0.07503680683669327
2002,10,3,2.371034e6,0.3807603020601551
2002,10,4,2.228583e6,0.3578843391727519
2002,10,5,1.160225e6,0.18631855193039976
2002,10,6,0.0,0.0
2002,10,7,0.0,0.0
2002,10,8,0.0,0.0
2002,11,0,0.0,0.0
2002,11,1,485417.0,0.07795228729117099
2002,11,2,1.824668e6,0.2930203189155023
2002,11,3,1.663276e6,0.2671026531755371
2002,11,4,1.221391e6,0.19614109544340355
2002,11,5,1.032352e6,0.16578364517438604
2002,11,6,0.0,0.0
2002,11,7,0.0,0.0
2002,11,8,0.0,0.0
2002,12,0,0.0,0.0
2002,12,1,0.0,0.0
2002,12,2,224665.0,0.03607856878574695
2002,12,3,2.108908e6,0.33866593524052274
2002,12,4,2.644521e6,0.4246791124734708
2002,12,5,1.208722e6,0.1941066023628319
2002,12,6,40288.0,0.006469781137427607
2002,12,7,0.0,0.0
2002,12,8,0.0,0.0
2003,1,0,0.0,0.0
2003,1,1,0.0,0.0
2003,1,2,93470.0,0.015010187721290667
2003,1,3,1.232351e6,0.19790114313170296
2003,1,4,2.489173e6,0.39973204237475396
2003,1,5,2.366098e6,0.37996763824724944
2003,1,6,46012.0,0.007388988525002955
2003,1,7,0.0,0.0
2003,1,8,0.0,0.0
2003,2,0,0.0,0.0
2003,2,1,0.0,0.0
2003,2,2,16380.0,0.00263043623488543
2003,2,3,1.596665e6,0.25640570640862914
2003,2,4,4.359051e6,0.7000125580044914
2003,2,5,254604.0,0.04088642168173199
2003,2,6,404.0,6.487767026213148e-5
2003,2,7,0.0,0.0
2003,2,8,0.0,0.0
2003,3,0,0.0,0.0
2003,3,1,228088.0,0.036628262511755064
2003,3,2,3.043901e6,0.4888148648231987
2003,3,3,2.878215e6,0.4622076329542593
2003,3,4,76900.0,0.012349239710786908
2003,3,5,0.0,0.0
2003,3,6,0.0,0.0
2003,3,7,0.0,0.0
2003,3,8,0.0,0.0
2003,4,0,748659.0,0.12022587064548786
2003,4,1,801427.0,0.1286997936761615
2003,4,2,1.02602e6,0.16476680010483205
2003,4,3,1.721487e6,0.27645065828352955
2003,4,4,1.658648e6,0.2663594505567917
2003,4,5,270863.0,0.04349742673319733
2003,4,6,0.0,0.0
2003,4,7,0.0,0.0
2003,4,8,0.0,0.0
2003,5,0,5.209654e6,0.8366094415638473
2003,5,1,945287.0,0.15180202546801852
2003,5,2,63882.0,0.010258701316053177
2003,5,3,8281.0,0.0013298316520809674
2003,5,4,0.0,0.0
2003,5,5,0.0,0.0
2003,5,6,0.0,0.0
2003,5,7,0.0,0.0
2003,5,8,0.0,0.0
2003,6,0,4.727372e6,0.7591605985703788
2003,6,1,1.110959e6,0.17840700910085971
2003,6,2,348730.0,0.05600195532305226
2003,6,3,40043.0,0.006430437005709235
2003,6,4,0.0,0.0
2003,6,5,0.0,0.0
2003,6,6,0.0,0.0
2003,6,7,0.0,0.0
2003,6,8,0.0,0.0
2003,7,0,5.336635e6,0.8570011035627476
2003,7,1,657555.0,0.10559563482479174
2003,7,2,152995.0,0.024569205845927738
2003,7,3,79919.0,0.012834055766532886
2003,7,4,0.0,0.0
2003,7,5,0.0,0.0
2003,7,6,0.0,0.0
2003,7,7,0.0,0.0
2003,7,8,0.0,0.0
2003,8,0,6.226325e6,0.9998749017199648
2003,8,1,779.0,0.00012509828003514956
2003,8,2,0.0,0.0
2003,8,3,0.0,0.0
2003,8,4,0.0,0.0
2003,8,5,0.0,0.0
2003,8,6,0.0,0.0
2003,8,7,0.0,0.0
2003,8,8,0.0,0.0
2003,9,0,4.752777e6,0.7632403441471348
2003,9,1,1.153387e6,0.18522044918472536
2003,9,2,320940.0,0.0515392066681398
2003,9,3,0.0,0.0
2003,9,4,0.0,0.0
2003,9,5,0.0,0.0
2003,9,6,0.0,0.0
2003,9,7,0.0,0.0
2003,9,8,0.0,0.0
2003,10,0,0.0,0.0
2003,10,1,104970.0,0.01685695308766322
2003,10,2,1.738404e6,0.27916733043160996
2003,10,3,2.892593e6,0.4645165714271032
2003,10,4,1.448408e6,0.23259736789364688
2003,10,5,42729.0,0.006861777159976773
2003,10,6,0.0,0.0
2003,10,7,0.0,0.0
2003,10,8,0.0,0.0
2003,11,0,0.0,0.0
2003,11,1,0.0,0.0
2003,11,2,435172.0,0.0698835285230502
2003,11,3,1.767794e6,0.2838870203548873
2003,11,4,1.880387e6,0.3019681379980164
2003,11,5,2.113284e6,0.3393686696095007
2003,11,6,30467.0,0.004892643514545445
2003,11,7,0.0,0.0
2003,11,8,0.0,0.0
2003,12,0,0.0,0.0
2003,12,1,0.0,0.0
2003,12,2,0.0,0.0
2003,12,3,55986.0,0.008990696156672508
2003,12,4,301356.0,0.0483942455433537
2003,12,5,1.947597e6,0.31276127715226854
2003,12,6,2.63184e6,0.4226426923333864
2003,12,7,1.27582e6,0.2048817556282985
2003,12,8,14505.0,0.0023293331860203396
2004,1,0,0.0,0.0
2004,1,1,0.0,0.0
2004,1,2,0.0,0.0
2004,1,3,188351.0,0.03024696552362061
2004,1,4,959886.0,0.1541464539535553
2004,1,5,2.537965e6,0.4075674663535409
2004,1,6,2.250494e6,0.36140298925471614
2004,1,7,290306.0,0.046619744908708766
2004,1,8,102.0,1.6380005858260917e-5
2004,2,0,0.0,0.0
2004,2,1,0.0,0.0
2004,2,2,0.0,0.0
2004,2,3,151093.0,0.02426376691315899
2004,2,4,2.519609e6,0.4046197076522249
2004,2,5,3.018991e6,0.48481461045134305
2004,2,6,527560.0,0.08471995971160912
2004,2,7,9851.0,0.001581955271664003
2004,2,8,0.0,0.0
2004,3,0,0.0,0.0
2004,3,1,47691.0,0.007658616268493347
2004,3,2,1.319998e6,0.2119762252244382
2004,3,3,3.339934e6,0.536354298884361
2004,3,4,1.437955e6,0.23091873846976058
2004,3,5,81526.0,0.01309212115294686
2004,3,6,0.0,0.0
2004,3,7,0.0,0.0
2004,3,8,0.0,0.0
2004,4,0,67304.0,0.010808234453768557
2004,4,1,589019.0,0.09458955559438223
2004,4,2,592347.0,0.09512399343258118
2004,4,3,1.547781e6,0.2485555083069112
2004,4,4,2.275795e6,0.3654660336490285
2004,4,5,1.154858e6,0.18545667456332832
2004,4,6,0.0,0.0
2004,4,7,0.0,0.0
2004,4,8,0.0,0.0
2004,5,0,2.303409e6,0.3699005187644208
2004,5,1,2.875764e6,0.4618140310487829
2004,5,2,917271.0,0.14730298385894952
2004,5,3,114371.0,0.018366643627599603
2004,5,4,16289.0,0.0026158227002471774
2004,5,5,0.0,0.0
2004,5,6,0.0,0.0
2004,5,7,0.0,0.0
2004,5,8,0.0,0.0
2004,6,0,2.608278e6,0.4188589109801282
2004,6,1,2.700644e6,0.43369180922624706
